titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Sq8 4 0 V8 Tfsi 620Cp 2021,"60 000 €
Prețul e negociabil",60000.0,2021,60100,N/A,https://www.olx.ro/d/oferta/audi-sq8-4-0-v8-tfsi-620cp-2021-IDjF0Vd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7l060xorotoh3-RO/image;s=2000x1333;https://frankfurt.apollo.olxcdn.com:443/v1/files/3w6zzn7ah3n23-RO/image;s=2000x1376;https://frankfurt.apollo.olxcdn.com:443/v1/files/v7yp9adkb6f51-RO/image;s=2000x1317;https://frankfurt.apollo.olxcdn.com:443/v1/files/iqkhxu2tfyow2-RO/image;s=2000x1333;https://frankfurt.apollo.olxcdn.com:443/v1/files/xafelvfukrfc-RO/image;s=2000x1333,petrol,N/A,SUV,Audi,Q8,olx_jF0Vd,2025-09-10T22:35:09.693218
Audi A6 50 Tdi 286Cp Mild Hybrid 135 000Km,26 900 €,26900.0,2019,135 000,N/A,https://www.olx.ro/d/oferta/audi-a6-50-tdi-286cp-mild-hybrid-135-000km-IDjNgO4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1hr7mpygozgp2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ij61us75mcxs-RO/image;s=1000x699;https://frankfurt.apollo.olxcdn.com:443/v1/files/dzswkyydjb212-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8izwl8ngtrdr2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/e834ml31b7a01-RO/image;s=1000x750,diesel,automatic,Berlina,Audi,A6,olx_jNgO4,2025-09-10T22:35:14.015188
Audi Q5 Quattro 2019 Alb,"20 900 €
Prețul e negociabil",20900.0,2019,195 000,N/A,https://www.olx.ro/d/oferta/audi-q5-quattro-2019-alb-IDjNgHf.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/m7vrtp93hsr83-RO/image;s=1440x2219;https://frankfurt.apollo.olxcdn.com:443/v1/files/xqg6myqbn2ma3-RO/image;s=1439x1778;https://frankfurt.apollo.olxcdn.com:443/v1/files/o25ly66e7cul3-RO/image;s=1440x980;https://frankfurt.apollo.olxcdn.com:443/v1/files/s9lstxt15zrg-RO/image;s=1440x1305;https://frankfurt.apollo.olxcdn.com:443/v1/files/0momyuf0pdv22-RO/image;s=2252x4000,diesel,automatic,SUV,Audi,Q5,olx_jNgHf,2025-09-10T22:35:18.074918
Audi A4 03 2021 2 0 Tdi 163Cp,"20 900 €
Prețul e negociabil",20900.0,2021,166 967,N/A,https://www.olx.ro/d/oferta/audi-a4-03-2021-2-0-tdi-163cp-IDjMGGJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/55rxqzmiegs9-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x2izv5gkvc6w1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/efeb4h4wejln1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9un9qjc2v952-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/kfx86zy33o5c3-RO/image;s=1000x750,diesel,automatic,Berlina,Audi,A4,olx_jMGGJ,2025-09-10T22:35:22.295727
Audi A4 B9 2018 Sedan,21 000 €,21000.0,2018,115 000,N/A,https://www.olx.ro/d/oferta/audi-a4-b9-2018-sedan-IDjwmjF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/xyjpww16o8yr2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yebzgbl2ywxu2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/524hol07yigo3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/u58zzrdl2o051-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ctizmsdov8a8-RO/image;s=750x1000,petrol,automatic,"//schema.org/UsedCondition""}}",Audi,A4,olx_jwmjF,2025-09-10T22:35:26.958262
Vand Audi A3 1 6 Diesel Posibilitate Rate Buy Back,"12 300 €
Prețul e negociabil",12300.0,2019,155 000,N/A,https://www.olx.ro/d/oferta/vand-audi-a3-1-6-diesel-posibilitate-rate-buy-back-IDjC7XN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e19legy3cipq2-RO/image;s=1020x460;https://frankfurt.apollo.olxcdn.com:443/v1/files/ytpp6bfqggw3-RO/image;s=1020x460;https://frankfurt.apollo.olxcdn.com:443/v1/files/o6wnh1dnsr9o3-RO/image;s=1020x460;https://frankfurt.apollo.olxcdn.com:443/v1/files/ppz6429epwa02-RO/image;s=1020x460;https://frankfurt.apollo.olxcdn.com:443/v1/files/ao948lwwj8pg2-RO/image;s=1020x460,diesel,automatic,Hatchback,Audi,A3,olx_jC7XN,2025-09-10T22:35:31.824292
Audi A7 Benzina 3 0L Mild Hibrid 340 Cp,"30 800 €
Prețul e negociabil",30800.0,2018,108 643,N/A,https://www.olx.ro/d/oferta/audi-a7-benzina-3-0l-mild-hibrid-340-cp-IDjNfyC.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s7ey3lq4qkq82-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ovaeirhxqoc-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/nlx0hh5wl3za-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/7kykn74o7nlx-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/8twzbnjnn9by2-RO/image;s=2000x1500,petrol,automatic,"//schema.org/UsedCondition""}}",Audi,A7,olx_jNfyC,2025-09-10T22:35:36.996103
Audi Q8 55Tfsi 340Cp 2020 3Xs Line Matrix Panorama Nightvision Bangolu,44 900 €,44900.0,2020,177 000,N/A,https://www.olx.ro/d/oferta/audi-q8-55tfsi-340cp-2020-3xs-line-matrix-panorama-nightvision-bangolu-IDjNeXo.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/myw0bvrdmqou-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/hd7fltv3403h3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/oc8f96r67jni-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/38qgfvz0dpg6-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w2m4ymieddpy2-RO/image;s=1000x750,petrol,automatic,SUV,Audi,Q8,olx_jNeXo,2025-09-10T22:35:40.839427
Audi A5 2021 Avariat,21 600 €,21600.0,2020,170 000,N/A,https://www.olx.ro/d/oferta/audi-a5-2021-avariat-IDjKEtw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8ddn2xey2uau3-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/7toqyhhcaer91-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/r3zgj9drr4oj-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/k1xd2fhm9ba61-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/oxf2cccu8c2x2-RO/image;s=1024x768,diesel,automatic,Coupe,Audi,A5,olx_jKEtw,2025-09-10T22:35:44.563699
Audi A5 Sportback 40 Tfsi Quattro S Tronic,37 999 €,37999.0,2023,34 000,N/A,https://www.olx.ro/d/oferta/audi-a5-sportback-40-tfsi-quattro-s-tronic-IDjMPlH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/idjbn38r928b1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nhp26grnjn6h-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zls6wc4eg7mr1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/as0r9wp560bc-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/inl5kbywb67j-RO/image;s=1000x750,petrol,automatic,Hatchback,Audi,A5,olx_jMPlH,2025-09-10T22:35:47.851918
Audi Rs5 Facelift 2021 Accept Variante,57 900 €,57900.0,2021,120 000,N/A,https://www.olx.ro/d/oferta/audi-rs5-facelift-2021-accept-variante-IDjJO7y.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/c4wqvockpz773-RO/image;s=1000x579;https://frankfurt.apollo.olxcdn.com:443/v1/files/yssjfuvbk59o2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/heyq3hsp0tf73-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/2osxe4bkyk7a3-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/dxkqdejef0w52-RO/image;s=1000x574,petrol,automatic,Coupe,Audi,RS5,olx_jJO7y,2025-09-10T22:35:51.947084
2018 Audi A8 50Tdi Mild Hybrid Schimb Cu Suv,40 500 €,40500.0,2017,133 000,N/A,https://www.olx.ro/d/oferta/2018-audi-a8-50tdi-mild-hybrid-schimb-cu-suv-IDjJ7nb.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r8d6k4pjge6n-RO/image;s=6048x4024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ycx0i80psita1-RO/image;s=2510x1670;https://frankfurt.apollo.olxcdn.com:443/v1/files/tn3wuy4divzy-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/j6d0l8cffxje-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/gg2nvruc9s58-RO/image;s=2000x1331,diesel,automatic,Berlina,Audi,A8,olx_jJ7nb,2025-09-10T22:35:55.018770
Audi A6 S Line 2018 81 822 Km,26 000 €,26000.0,2018,81 812,N/A,https://www.olx.ro/d/oferta/audi-a6-s-line-2018-81-822-km-IDjIz72.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qule9aitzo32-RO/image;s=788x1050;https://frankfurt.apollo.olxcdn.com:443/v1/files/9j8p8jhgptfa3-RO/image;s=788x1050;https://frankfurt.apollo.olxcdn.com:443/v1/files/jyknv846v9vv-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/qp1zozgd6ijs-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/56a12zh6f1p71-RO/image;s=768x1024,diesel,N/A,Berlina,Audi,A6,olx_jIz72,2025-09-10T22:35:59.569889
Audi A6 40Tdi Mild Hybrid 204Cp S Tronic,"27 450 €
Prețul e negociabil",27450.0,2020,93 000,N/A,https://www.olx.ro/d/oferta/audi-a6-40tdi-mild-hybrid-204cp-s-tronic-IDjLRPT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o1n1p94qu4ls-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/2mu80w6o209e2-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/64mdgfoo4kwq-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/sxlvsr8xs4g11-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/qy2cjd3x85qb2-RO/image;s=1024x768,diesel,automatic,Berlina,Audi,A6,olx_jLRPT,2025-09-10T22:36:03.721959
Audi S3 8V Cu Magnetic Ride 2018 2 0 Tfsi 310Cp 89Kkm Tva Deductibil,"33 500 €
Prețul e negociabil",33500.0,2018,89 000,N/A,https://www.olx.ro/d/oferta/audi-s3-8v-cu-magnetic-ride-2018-2-0-tfsi-310cp-89kkm-tva-deductibil-IDjJEvW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/panrhvbxkmm42-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ir94w2ui1wyk1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/lztqwzsi1hzo1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cym5xfrgckor1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/99avdjfuebc3-RO/image;s=750x1000,petrol,automatic,Hatchback,Audi,S3,olx_jJEvW,2025-09-10T22:36:07.708029
Audi A4 An Fabricatie 2019 Luna Octombrie,"19 500 €
Prețul e negociabil",19500.0,2019,172 000,N/A,https://www.olx.ro/d/oferta/audi-a4-an-fabricatie-2019-luna-octombrie-IDgI2OJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ggapnf0mbned-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/2p5ng5h8j3ff1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/sq9v281pyw882-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/d4wa0cdhhmnn-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1umni40b3muu2-RO/image;s=1000x750,diesel,automatic,Berlina,Audi,A4,olx_gI2OJ,2025-09-10T22:36:12.331429
Audi A5 2021 Quattro 204Cp Matrix Laser,27 500 €,27500.0,2021,161 445,N/A,https://www.olx.ro/d/oferta/audi-a5-2021-quattro-204cp-matrix-laser-IDjDdkt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/njvlbwlng4ua3-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/ttvvgw66gx692-RO/image;s=900x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/0jzz2fypfprf-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/dz5q5v2xmeol3-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/286upr4l8zz2-RO/image;s=1200x1600,electric,automatic,Berlina,Audi,A5,olx_jDdkt,2025-09-10T22:36:17.232015
Audi A3 Sedan Ultra S Line Diesel Euro 6 Fara Ad Blue,28 500 €,28500.0,2019,87 000,N/A,https://www.olx.ro/d/oferta/audi-a3-sedan-ultra-s-line-diesel-euro-6-fara-ad-blue-IDjMDAm.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/jbpw61q1vd68-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/uatiiwb3ji2q-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/od8l9sjyve18-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/8fy5uys0nye73-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/opwxyh9f71t53-RO/image;s=756x1008,diesel,automatic,Berlina,Audi,A3,olx_jMDAm,2025-09-10T22:36:20.493890
Audi A3 Sedan Ultra S Line Euro 6 Fara Ad Blue,28 500 €,28500.0,2019,88 200,N/A,https://www.olx.ro/d/oferta/audi-a3-sedan-ultra-s-line-euro-6-fara-ad-blue-IDjN8PE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/le0kmkhte13d1-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/yitbp9wj0w942-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/bcykdolxi9ru1-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/3a05a0sh88qb1-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/bsqwx7zwauop-RO/image;s=756x1008,diesel,automatic,Berlina,Audi,A3,olx_jN8PE,2025-09-10T22:36:25.179278
Audi A4 B9 2018 Sedan,21 000 €,21000.0,2018,115 000,N/A,https://www.olx.ro/d/oferta/audi-a4-b9-2018-sedan-IDjwmjF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/xyjpww16o8yr2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yebzgbl2ywxu2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/524hol07yigo3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/u58zzrdl2o051-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ctizmsdov8a8-RO/image;s=750x1000,petrol,automatic,"//schema.org/UsedCondition""}}",Audi,A4,olx_jwmjF,2025-09-10T22:36:29.186863
