titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q8 3 0 55 Tfsi Quattro S Line Mildhybrid 335 Cp,49 900 €,49900.0,2019,76 000,N/A,https://www.olx.ro/d/oferta/audi-q8-3-0-55-tfsi-quattro-s-line-mildhybrid-335-cp-IDjEkX0.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/b7d0blwr2ck81-RO/image;s=1024x684;https://frankfurt.apollo.olxcdn.com:443/v1/files/rgsngmrkrzf31-RO/image;s=1024x683;https://frankfurt.apollo.olxcdn.com:443/v1/files/ie87nn5j9aps3-RO/image;s=1026x1824;https://frankfurt.apollo.olxcdn.com:443/v1/files/szuqeslnztpj-RO/image;s=2160x3840;https://frankfurt.apollo.olxcdn.com:443/v1/files/1blyqb2zkzh53-RO/image;s=2160x3840,petrol,automatic,SUV,Audi,Q8,olx_jEkX0,2025-09-11T19:10:03.237487
Audi A4 2018 2 0 Tdi,"19 900 €
Prețul e negociabil",19900.0,2018,96 000,N/A,https://www.olx.ro/d/oferta/audi-a4-2018-2-0-tdi-IDjLW5X.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vf99f843ic672-RO/image;s=1000x752;https://frankfurt.apollo.olxcdn.com:443/v1/files/v31vqlms79tu1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ngia1d505ozc3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/bdg9yxw9twuy2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ldx4j5fpeo4t-RO/image;s=1000x750,diesel,automatic,Berlina,Audi,A4,olx_jLW5X,2025-09-11T19:10:06.354864
Audi Q5 Hibrid Quatro,39 200 €,39200.0,2023,40 000,N/A,https://www.olx.ro/d/oferta/audi-q5-hibrid-quatro-IDjNs31.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pa2pidkxqdfa-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/usn9z1cd3wvj-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n0to9d12trne-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/c57cfkhiguj11-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ukd7ohhu0c4h1-RO/image;s=750x1000,diesel,automatic,SUV,Audi,Q5,olx_jNs31,2025-09-11T19:10:09.915843
Audi Q8 2024 Dozele Hybrid,"65 000 €
Prețul e negociabil",65000.0,2024,37 000,N/A,https://www.olx.ro/d/oferta/audi-q8-2024-dozele-hybrid-IDjMBui.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/y4gm2ysp9s2d3-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/s8tzistz1dwp-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/fdwy6ybjyocb-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/skrtl74k347u2-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/7kdp4n8l3o633-RO/image;s=868x1156,hybrid,automatic,SUV,Audi,Q8,olx_jMBui,2025-09-11T19:10:14.511151
Audi A6 55Tfsi 2020 340Cp S Line Matrix Nightvision 360 Bangolufsen3D,31 900 €,31900.0,2020,198 000,N/A,https://www.olx.ro/d/oferta/audi-a6-55tfsi-2020-340cp-s-line-matrix-nightvision-360-bangolufsen3d-IDjNrS5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/32dvr61fcv273-RO/image;s=1000x664;https://frankfurt.apollo.olxcdn.com:443/v1/files/c3iga9u9nd8m3-RO/image;s=1000x664;https://frankfurt.apollo.olxcdn.com:443/v1/files/iolfzlu7ptff1-RO/image;s=1000x664;https://frankfurt.apollo.olxcdn.com:443/v1/files/1x426zbbf71p1-RO/image;s=1000x664;https://frankfurt.apollo.olxcdn.com:443/v1/files/bdcpctmis8iq3-RO/image;s=720x478,petrol,automatic,Berlina,Audi,A6,olx_jNrS5,2025-09-11T19:10:18.767605
Vand Audi Sq5 B9,"27 500 €
Prețul e negociabil",27500.0,2019,129 000,N/A,https://www.olx.ro/d/oferta/vand-audi-sq5-b9-IDjMnNj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3cilrrbuqchw1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/etyte4webi2t-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8nllqxhvwvt41-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/a1052ja7alyu3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/abi64dt6i38y2-RO/image;s=750x1000,petrol,automatic,SUV,Audi,Q5,olx_jMnNj,2025-09-11T19:10:23.106333
Audi Q8 Mild Hybrid,"60 600 €
Prețul e negociabil",60600.0,2023,60.000,N/A,https://www.olx.ro/d/oferta/audi-q8-mild-hybrid-IDjHzbt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/j85ht970p91k-RO/image;s=922x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kvsgatlbm1hn3-RO/image;s=922x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x1cyd2elkv6t2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/838ztxp2mxr4-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/easr3awpu4s9-RO/image;s=768x1024,diesel,automatic,SUV,Audi,Q8,olx_jHzbt,2025-09-11T19:10:26.583380
Audi A5 2021 163Cp Tva Deductibil,"28 000 €
Prețul e negociabil",28000.0,2021,97 000,N/A,https://www.olx.ro/d/oferta/audi-a5-2021-163cp-tva-deductibil-IDjM8SN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ulv8dayp747p2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d7pc5h3svy432-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xc2ihjcx9r903-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ts710kp94q962-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/0wvy202b8gk4-RO/image;s=750x1000,diesel,automatic,Berlina,Audi,A5,olx_jM8SN,2025-09-11T19:10:31.451191
Vand Audi Q7 Masina E Full,37 500 €,37500.0,2017,157 000,N/A,https://www.olx.ro/d/oferta/vand-audi-q7-masina-e-full-IDjM9EO.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/aoduhcqbh5zl2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/k3tiktuq86ex1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/jcdlwgp05asn1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w3ju7cbnna0r1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w7kwuxdnhdam-RO/image;s=1000x750,diesel,automatic,SUV,Audi,Q7,olx_jM9EO,2025-09-11T19:10:34.745771
Audi Q3 De Vanzare Stare Excelenta 2023,"32 500 €
Prețul e negociabil",32500.0,2023,18 000,N/A,https://www.olx.ro/d/oferta/audi-q3-de-vanzare-stare-excelenta-2023-IDjCd4e.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7hinf7p6xglh1-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/a3is40kqcjah-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/u8zgsl9op9ak3-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/k6om0rutn5ou2-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/me97zrwjv24m1-RO/image;s=1536x2048,petrol,automatic,SUV,Audi,Q3,olx_jCd4e,2025-09-11T19:10:54.324348
