titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q7 5 0 Tdi Quattro Sline Mild Hibrid,"49 500 €
Prețul e negociabil",49500.0,2020,95 300,Unknown,https://www.olx.ro/d/oferta/audi-q7-5-0-tdi-quattro-sline-mild-hibrid-IDjMX87.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/10k06qwgas7k-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/gye505xa6nh7-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/6uj9zdjdzal83-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/xnptuyjbno2w2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9gk71acq03o43-RO/image;s=1000x750,hybrid,automatic,SUV,Audi,Q7,olx_jMX87,2025-09-12T18:48:12.423710
Audi A4 B9 2017 2 0,"16 500 €
Prețul e negociabil",16500.0,2017,146 000,Unknown,https://www.olx.ro/d/oferta/audi-a4-b9-2017-2-0-IDjNFcU.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/kjgriounks701-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/7sfxfg6pxfw6-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ju1y3wasl2ov3-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/mn6ck3fotgcm3-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/wq23lljxndjl1-RO/image;s=768x1024,diesel,automatic,Berlina,Audi,A4,olx_jNFcU,2025-09-12T18:48:18.684911
Audi A5 Quattro 2019 252 Cp,18 700 €,18700.0,2019,166 000,Unknown,https://www.olx.ro/d/oferta/audi-a5-quattro-2019-252-cp-IDjIgjn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s11ujxa4enr53-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ja6vftaebr5d-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/f3bezm5gpex2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/t75aja3ybdfl1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/v3f1h50dugtk2-RO/image;s=750x1000,petrol,automatic,Berlina,Audi,A5,olx_jIgjn,2025-09-12T18:48:21.872650
Audi Q2 1 0 Tfsi S Tronic Sport Galben Vegas Unic Proprietar,17 990 €,17990.0,2018,77 700,Unknown,https://www.olx.ro/d/oferta/audi-q2-1-0-tfsi-s-tronic-sport-galben-vegas-unic-proprietar-IDjNEY7.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/09sl8nuthuc32-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/33a3254rds1e-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/hpzfd9lk3jux-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/ofqd7ci36yx63-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/cuebja197ny92-RO/image;s=1536x2048,petrol,automatic,"//schema.org/UsedCondition""}}",Audi,Q2,olx_jNEY7,2025-09-12T18:48:25.818688
Audi Q8 Extra Full 55 Tfsi Mild Hybrid,52 500 €,52500.0,2020,100 000,Unknown,https://www.olx.ro/d/oferta/audi-q8-extra-full-55-tfsi-mild-hybrid-IDjNDWF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pex9nq2p0qrs-RO/image;s=1126x933;https://frankfurt.apollo.olxcdn.com:443/v1/files/owd9tagsrss91-RO/image;s=1099x942;https://frankfurt.apollo.olxcdn.com:443/v1/files/j6a71oxmv4gp2-RO/image;s=1074x938;https://frankfurt.apollo.olxcdn.com:443/v1/files/kxqfipdout7c2-RO/image;s=1080x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/1xidj5nq4pt42-RO/image;s=1113x915,petrol,automatic,SUV,Audi,Q8,olx_jNDWF,2025-09-12T18:48:29.114890
Audi A7 50 Tfsie Hybrid,35 000 €,35000.0,2021,107 000,Unknown,https://www.olx.ro/d/oferta/audi-a7-50-tfsie-hybrid-IDjI0AH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nnttbtkt33d53-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/kigdtzuydnye3-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/keapoj0k7vv4-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/4n2wo22kbj6k2-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/zfycorp5cgcj1-RO/image;s=1600x1062,hybrid,automatic,Hatchback,Audi,A7,olx_jI0AH,2025-09-12T18:48:41.334675
Vand Audi A6 50Tdi Matrix,45 000 €,45000.0,2020,30 500,Unknown,https://www.olx.ro/d/oferta/vand-audi-a6-50tdi-matrix-IDjmb9I.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/c5tgs3barymg1-RO/image;s=540x1170;https://frankfurt.apollo.olxcdn.com:443/v1/files/vdkswnl2magm1-RO/image;s=540x1170;https://frankfurt.apollo.olxcdn.com:443/v1/files/corktjhdsd4n3-RO/image;s=540x1170;https://frankfurt.apollo.olxcdn.com:443/v1/files/qy2hado4zefd1-RO/image;s=540x1170;https://frankfurt.apollo.olxcdn.com:443/v1/files/kokrpzff08u23-RO/image;s=540x1170,diesel,automatic,Berlina,Audi,A6,olx_jmb9I,2025-09-12T18:48:48.795672
Vand Audi A6 An 2017,17 500 €,17500.0,2017,190 000,Unknown,https://www.olx.ro/d/oferta/vand-audi-a6-an-2017-IDjNB4l.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1azwzboojgam3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ye4pr8kqhy4h1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4ws0ofivkhu62-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/as65qcwzbais-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/upa8rbcl3ihv2-RO/image;s=1500x2000,diesel,automatic,Berlina,Audi,A6,olx_jNB4l,2025-09-12T18:48:52.801790
Audi A7 Sline 2017 3 0,21 900 €,21900.0,2017,144 000,Unknown,https://www.olx.ro/d/oferta/audi-a7-sline-2017-3-0-IDjNAFA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/mhjuz7325m77-RO/image;s=600x452;https://frankfurt.apollo.olxcdn.com:443/v1/files/6k2av17dk6rf3-RO/image;s=1536x2040;https://frankfurt.apollo.olxcdn.com:443/v1/files/fu7nh7xzyqiz-RO/image;s=1536x2040;https://frankfurt.apollo.olxcdn.com:443/v1/files/t87ijgz5y64w1-RO/image;s=1536x2040,diesel,automatic,Berlina,Audi,A7,olx_jNAFA,2025-09-12T18:49:02.218468
Audi Q3 2 0 Automat Quattro S Line Matrix Stronic,"16 850 €
Prețul e negociabil",16850.0,2017,169 345,Unknown,https://www.olx.ro/d/oferta/audi-q3-2-0-automat-quattro-s-line-matrix-stronic-IDiokg1.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6vnzn0zmspks1-RO/image;s=1487x1118;https://frankfurt.apollo.olxcdn.com:443/v1/files/tuobn1g3b22m1-RO/image;s=1196x596;https://frankfurt.apollo.olxcdn.com:443/v1/files/pjfz05b5ztjw1-RO/image;s=1728x799;https://frankfurt.apollo.olxcdn.com:443/v1/files/2omld22i9tuo3-RO/image;s=1460x1098;https://frankfurt.apollo.olxcdn.com:443/v1/files/rg6d4vzzambs1-RO/image;s=1420x1116,diesel,automatic,SUV,Audi,Q3,olx_iokg1,2025-09-12T18:49:10.659514
