titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q3 Sline Panoramic Virtual Navi Fac Si Sc Cu Ap An Galati Dif,29 000 €,29000.0,2019,180 000,N/A,https://www.olx.ro/d/oferta/audi-q3-sline-panoramic-virtual-navi-fac-si-sc-cu-ap-an-galati-dif-IDjHQmT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ziy8rjwfnhtd-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/wte7s1w083ib1-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/t5e895lqmw1t2-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/jcxlxaun3c2c2-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/c9hu3t1olyuu2-RO/image;s=1600x1062,diesel,automatic,Coupe,Audi,Q3,olx_jHQmT,2025-09-11T08:23:22.201729
Anunt Vanzare Audi Q5 Sportback 40 Tdi Quattro S Line 204 Cp 2023,"50 500 €
Prețul e negociabil",50500.0,2023,36 070,N/A,https://www.olx.ro/d/oferta/anunt-vanzare-audi-q5-sportback-40-tdi-quattro-s-line-204-cp-2023-IDjJpcG.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ij9bzh5t825s1-RO/image;s=532x517;https://frankfurt.apollo.olxcdn.com:443/v1/files/ytqbm22e1i5i1-RO/image;s=677x475;https://frankfurt.apollo.olxcdn.com:443/v1/files/hrchruq8ea7l1-RO/image;s=652x442;https://frankfurt.apollo.olxcdn.com:443/v1/files/w0lub138t0aa-RO/image;s=561x385;https://frankfurt.apollo.olxcdn.com:443/v1/files/4d0p3a2d58po1-RO/image;s=688x622,diesel,automatic,SUV,Audi,Q5,olx_jJpcG,2025-09-11T08:23:56.966990
Audi A4 35 Tfsi Garantie Producator 11 2025,22 490 €,22490.0,2021,101 000,N/A,https://www.olx.ro/d/oferta/audi-a4-35-tfsi-garantie-producator-11-2025-IDjhLxr.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6w2p8o6m2t203-RO/image;s=562x999;https://frankfurt.apollo.olxcdn.com:443/v1/files/0y6woi1dw2ni1-RO/image;s=562x999;https://frankfurt.apollo.olxcdn.com:443/v1/files/4rznbip8ob0e3-RO/image;s=505x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5xbq1ot0sufj3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/2hux5zbb04q73-RO/image;s=1000x750,petrol,automatic,Hatchback,Audi,A4,olx_jhLxr,2025-09-11T08:25:00.954320
Vand Bmw 420D G22,39 499 €,39499.0,2022,53 000,N/A,https://www.olx.ro/d/oferta/vand-bmw-420d-g22-IDjJpsG.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o7t2xxiiuqlh2-RO/image;s=1000x765;https://frankfurt.apollo.olxcdn.com:443/v1/files/agupwjwxfx9m3-RO/image;s=1000x697;https://frankfurt.apollo.olxcdn.com:443/v1/files/f50jvc4i3e602-RO/image;s=1000x749;https://frankfurt.apollo.olxcdn.com:443/v1/files/s985xdbed2rr2-RO/image;s=1000x678;https://frankfurt.apollo.olxcdn.com:443/v1/files/c2zkalx884o3-RO/image;s=1000x750,diesel,automatic,Coupe,BMW,Unknown,olx_jJpsG,2025-09-11T08:25:23.825570
Bmw G20 320D Xdrive 190 Cai Motor Nou,"28 380 €
Prețul e negociabil",28380.0,2020,81 000,N/A,https://www.olx.ro/d/oferta/bmw-g20-320d-xdrive-190-cai-motor-nou-IDjGh7w.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e2tbp4o8mmfu3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/41aj4r117ui91-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/vrf303h8j9rd-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8e65hvt5rxep2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1c4rb56nxb7q1-RO/image;s=2000x1500,diesel,automatic,Berlina,BMW,Unknown,olx_jGh7w,2025-09-11T08:25:27.119906
Bmw 520D Xdrive Sport Line,"21 000 €
Prețul e negociabil",21000.0,2017,133 711,N/A,https://www.olx.ro/d/oferta/bmw-520d-xdrive-sport-line-IDjLw81.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8luyz6mzkc7j2-RO/image;s=1080x1440;https://frankfurt.apollo.olxcdn.com:443/v1/files/u0db4xs1anlr1-RO/image;s=1080x1440;https://frankfurt.apollo.olxcdn.com:443/v1/files/1j96bfj0rs9z2-RO/image;s=1080x1918;https://frankfurt.apollo.olxcdn.com:443/v1/files/a7ek2v7lwnct1-RO/image;s=1080x1918;https://frankfurt.apollo.olxcdn.com:443/v1/files/1muq6wcmc9mc-RO/image;s=1080x1440,diesel,automatic,Berlina,BMW,Unknown,olx_jLw81,2025-09-11T08:25:45.168084
Bmw X3 G01 2 0 Diesel 190Cp,"26 800 €
Prețul e negociabil",26800.0,2020,107000,N/A,https://www.olx.ro/d/oferta/bmw-x3-g01-2-0-diesel-190cp-IDjIhIg.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1vjkog77olei1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/k7iwsejg7v111-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/vzg5hxx84hjc3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/cx4rcrjayx01-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/1y52slv2kyjr1-RO/image;s=1200x1600,diesel,automatic,SUV,BMW,X3,olx_jIhIg,2025-09-11T08:28:32.685774
Bmw 320 D 2020 Cumparata Din Reprezentanta Bavaria,21 500 €,21500.0,2020,124 500,N/A,https://www.olx.ro/d/oferta/bmw-320-d-2020-cumparata-din-reprezentanta-bavaria-IDjLJbr.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ns797s32jek3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1gr6n7fvua9n-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/jwh4zk5nnmo42-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/gnkluai666m7-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7ecdmsy8nnnt2-RO/image;s=1000x750,diesel,automatic,Berlina,BMW,Unknown,olx_jLJbr,2025-09-11T08:28:35.848300
Mercedes A Class Pack Amg Line,16 990 €,16990.0,2019,97 000,N/A,https://www.olx.ro/d/oferta/mercedes-a-class-pack-amg-line-IDjNjN0.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2m4nia586zdp-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/r71zlzp2jtsp2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/wxhz4ci45udn-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/s1ecli4rqum01-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/pl41dh1ijb1x1-RO/image;s=1500x2000,petrol,automatic,Hatchback,MG,Unknown,olx_jNjN0,2025-09-11T08:29:08.153406
Mercedes Gle53 Amg 2023,75 000 €,75000.0,2023,54 000,N/A,https://www.olx.ro/d/oferta/mercedes-gle53-amg-2023-IDjJCca.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/suydzs9peh3w3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ptz09sjwvfgn-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/j79c7vokknce3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x4ah9kwanluh3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/vzpq7ravnhcn3-RO/image;s=750x1000,petrol,automatic,SUV,MG,Unknown,olx_jJCca,2025-09-11T08:29:20.673401
