titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q2 1 0 Tfsi S Tronic Sport Galben Vegas Unic Proprietar,17 900 €,17900.0,2018,77 700,Unknown,https://www.olx.ro/d/oferta/audi-q2-1-0-tfsi-s-tronic-sport-galben-vegas-unic-proprietar-IDjNEY7.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/09sl8nuthuc32-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/33a3254rds1e-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/hpzfd9lk3jux-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/ofqd7ci36yx63-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/cuebja197ny92-RO/image;s=1536x2048,petrol,automatic,"//schema.org/UsedCondition""}}",Audi,Q2,olx_jNEY7,2025-09-12T21:57:55.624626
2018 Audi A8 50Tdi Mild Hybrid Schimb Cu Suv,40 500 €,40500.0,2017,133 000,Unknown,https://www.olx.ro/d/oferta/2018-audi-a8-50tdi-mild-hybrid-schimb-cu-suv-IDjJ7nb.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r8d6k4pjge6n-RO/image;s=6048x4024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ycx0i80psita1-RO/image;s=2510x1670;https://frankfurt.apollo.olxcdn.com:443/v1/files/tn3wuy4divzy-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/j6d0l8cffxje-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/gg2nvruc9s58-RO/image;s=2000x1331,diesel,automatic,Berlina,Audi,A8,olx_jJ7nb,2025-09-12T21:59:11.872210
Audi Q5 2017 2 0 Tfsi,"25 000 €
Prețul e negociabil",25000.0,2017,140 000,Unknown,https://www.olx.ro/d/oferta/audi-q5-2017-2-0-tfsi-IDjJ2F5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/k5xace73bu5h2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mluqke5cbb0y-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n9q1hz7g6ete2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yw9v6atrq8n-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bsnvjcyxp6pt3-RO/image;s=750x1000,petrol,automatic,SUV,Audi,Q5,olx_jJ2F5,2025-09-12T21:59:56.458244
Bmw X5 M Comp 2021 Full Options 626 Cp Skyloung Bw Ventilatie,62 000 €,62000.0,2021,137 000,Unknown,https://www.olx.ro/d/oferta/bmw-x5-m-comp-2021-full-options-626-cp-skyloung-bw-ventilatie-IDjsqEf.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/xt69261oz8mg1-RO/image;s=1600x832;https://frankfurt.apollo.olxcdn.com:443/v1/files/465sskn7mzh32-RO/image;s=1600x904;https://frankfurt.apollo.olxcdn.com:443/v1/files/zv3zt7uds2zj1-RO/image;s=1600x864;https://frankfurt.apollo.olxcdn.com:443/v1/files/pgod22pw6c2g-RO/image;s=1600x896;https://frankfurt.apollo.olxcdn.com:443/v1/files/7ixmnixwoyd71-RO/image;s=1600x898,petrol,automatic,SUV,BMW,X5,olx_jsqEf,2025-09-12T22:00:39.147089
Bmw 330I Xdrive,"34 999 €
Prețul e negociabil",34999.0,2022,87 643,Unknown,https://www.olx.ro/d/oferta/bmw-330i-xdrive-IDjzIUu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/eliivi0a25an1-RO/image;s=1000x599;https://frankfurt.apollo.olxcdn.com:443/v1/files/c829cw2zu0ek2-RO/image;s=1000x746;https://frankfurt.apollo.olxcdn.com:443/v1/files/yo6v5786un7i3-RO/image;s=1000x590;https://frankfurt.apollo.olxcdn.com:443/v1/files/ipqv7ryhe0wg3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/x76207qhzede-RO/image;s=1000x667,petrol,automatic,Hatchback,BMW,Unknown,olx_jzIUu,2025-09-12T22:00:46.266237
Urgent Bmw X2 20 M Pack Benzina Automatic,"20 600 €
Prețul e negociabil",20600.0,2018,148 000,Unknown,https://www.olx.ro/d/oferta/urgent-bmw-x2-20-m-pack-benzina-automatic-IDjCCeQ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pg189630iz7f2-RO/image;s=1600x987;https://frankfurt.apollo.olxcdn.com:443/v1/files/h490m0jj1i9w-RO/image;s=1600x1049;https://frankfurt.apollo.olxcdn.com:443/v1/files/0kdxk741z3rt2-RO/image;s=1600x864;https://frankfurt.apollo.olxcdn.com:443/v1/files/19db206ewyxr2-RO/image;s=1600x896;https://frankfurt.apollo.olxcdn.com:443/v1/files/uhd1zjjqrh5o3-RO/image;s=567x1008,petrol,automatic,"//schema.org/UsedCondition""}}",BMW,X2,olx_jCCeQ,2025-09-12T22:00:51.447590
Bmw G20 Sport Line Proprietar,"26 500 €
Prețul e negociabil",26500.0,2020,30 000,Unknown,https://www.olx.ro/d/oferta/bmw-g20-sport-line-proprietar-IDjLz6V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/yql5yggkim8e2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/rs8roiiwd48j1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/azjqajoxh7bu1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/w3bzvlwf8vqd-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/xqxyrzjx9yam3-RO/image;s=1024x768,petrol,automatic,Berlina,BMW,Unknown,olx_jLz6V,2025-09-12T22:00:58.556803
Bmw G20 320D Shadowline Distronic Trapa Laser Hk Full M,28 800 €,28800.0,2019,136 154,Unknown,https://www.olx.ro/d/oferta/bmw-g20-320d-shadowline-distronic-trapa-laser-hk-full-m-IDjKs2c.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uadatvhcy49w-RO/image;s=2048x1303;https://frankfurt.apollo.olxcdn.com:443/v1/files/7de3hmr3id1d3-RO/image;s=1507x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/mf5y35akl8ne1-RO/image;s=1658x1359;https://frankfurt.apollo.olxcdn.com:443/v1/files/xkj0ey2r6z8f1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/e3nah8zlrgt1-RO/image;s=750x1000,diesel,automatic,Berlina,BMW,Unknown,olx_jKs2c,2025-09-12T22:01:12.737689
Bmw Seria 5 520D G70 M Paket Pro Panorama Grila Iluminata H K,"55 000 €
Prețul e negociabil",55000.0,2024,25 000,Unknown,https://www.olx.ro/d/oferta/bmw-seria-5-520d-g70-m-paket-pro-panorama-grila-iluminata-h-k-IDjMSwP.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9mojeu2idulk-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/3revqwsiozzw1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ty04yauscg1c-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/sd4tkd8ulr3h-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/z3rlxh57c3572-RO/image;s=1000x750,diesel,automatic,Berlina,BMW,Seria 5,olx_jMSwP,2025-09-12T22:01:17.095113
Bmw 530D Xdrive Full Masaj Trapa Jante Noi Tva Inclus,25 999 €,25999.0,2018,168 000,Unknown,https://www.olx.ro/d/oferta/bmw-530d-xdrive-full-masaj-trapa-jante-noi-tva-inclus-IDjwFr0.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/t82qs7o9eodf2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/l0ckaov7pijc-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/q8hqs1ij7o1z-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9gf4iof4w8jp3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zoglpl4w9lvf1-RO/image;s=1500x2000,diesel,automatic,Berlina,BMW,Unknown,olx_jwFr0,2025-09-12T22:01:20.981213
