titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi A6 40Tdi Mild Hybrid 204Cp S Tronic,"27 450 €
Prețul e negociabil",27450.0,2020,93 000,N/A,https://www.olx.ro/d/oferta/audi-a6-40tdi-mild-hybrid-204cp-s-tronic-IDjLRPT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o1n1p94qu4ls-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/2mu80w6o209e2-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/64mdgfoo4kwq-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/sxlvsr8xs4g11-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/qy2cjd3x85qb2-RO/image;s=1024x768,diesel,automatic,Berlina,Audi,A6,olx_jLRPT,2025-09-10T15:38:09.767670
Audi Sq5 3 0 Tfsi Quattro 364 Cp,"30 500 €
Prețul e negociabil",30500.0,2019,198 000,N/A,https://www.olx.ro/d/oferta/audi-sq5-3-0-tfsi-quattro-364-cp-IDjHoTw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/upuztuwycoqk3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/0aeglzxaquxg2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/v75e2sgul58c1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/uov0f2wgv4ql-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/0rbazqrq199f3-RO/image;s=1000x750,petrol,automatic,SUV,Audi,Q5,olx_jHoTw,2025-09-10T15:38:13.721687
Audi Q7 Sline Plus 2021 Mild Hybrid 55Tfsi 340Cppano7Locurivariante,42 500 €,42500.0,2021,90 000,N/A,https://www.olx.ro/d/oferta/audi-q7-sline-plus-2021-mild-hybrid-55tfsi-340cppano7locurivariante-IDjJmv3.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2u2bozh67yiw1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/eonecco82q983-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/5g1qmj23setg-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/62rgvhdzj90j1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cisbzscgubez1-RO/image;s=1000x750,petrol,automatic,SUV,Audi,Q7,olx_jJmv3,2025-09-10T15:38:18.174088
Audi A5 Sportback 40 Tfsi Quattro S Tronic,37 999 €,37999.0,2023,34 000,N/A,https://www.olx.ro/d/oferta/audi-a5-sportback-40-tfsi-quattro-s-tronic-IDjMPlH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/idjbn38r928b1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nhp26grnjn6h-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zls6wc4eg7mr1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/as0r9wp560bc-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/inl5kbywb67j-RO/image;s=1000x750,petrol,automatic,Hatchback,Audi,A5,olx_jMPlH,2025-09-10T15:38:22.783266
Audi Rs5 Facelift 2021 Accept Variante,57 900 €,57900.0,2021,120 000,N/A,https://www.olx.ro/d/oferta/audi-rs5-facelift-2021-accept-variante-IDjJO7y.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/c4wqvockpz773-RO/image;s=1000x579;https://frankfurt.apollo.olxcdn.com:443/v1/files/yssjfuvbk59o2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/heyq3hsp0tf73-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/2osxe4bkyk7a3-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/dxkqdejef0w52-RO/image;s=1000x574,petrol,automatic,Coupe,Audi,RS5,olx_jJO7y,2025-09-10T15:38:27.126770
2018 Audi A8 50Tdi Mild Hybrid Schimb Cu Suv,40 500 €,40500.0,2017,133 000,N/A,https://www.olx.ro/d/oferta/2018-audi-a8-50tdi-mild-hybrid-schimb-cu-suv-IDjJ7nb.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r8d6k4pjge6n-RO/image;s=6048x4024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ycx0i80psita1-RO/image;s=2510x1670;https://frankfurt.apollo.olxcdn.com:443/v1/files/tn3wuy4divzy-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/j6d0l8cffxje-RO/image;s=2000x1331;https://frankfurt.apollo.olxcdn.com:443/v1/files/gg2nvruc9s58-RO/image;s=2000x1331,diesel,automatic,Berlina,Audi,A8,olx_jJ7nb,2025-09-10T15:38:32.215820
Audi A6 S Line 2018 81 822 Km,26 000 €,26000.0,2018,81 812,N/A,https://www.olx.ro/d/oferta/audi-a6-s-line-2018-81-822-km-IDjIz72.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qule9aitzo32-RO/image;s=788x1050;https://frankfurt.apollo.olxcdn.com:443/v1/files/9j8p8jhgptfa3-RO/image;s=788x1050;https://frankfurt.apollo.olxcdn.com:443/v1/files/jyknv846v9vv-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/qp1zozgd6ijs-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/56a12zh6f1p71-RO/image;s=768x1024,diesel,N/A,Berlina,Audi,A6,olx_jIz72,2025-09-10T15:38:36.065163
Audi A4 An Fabricatie 2019 Luna Octombrie,"19 500 €
Prețul e negociabil",19500.0,2019,172 000,N/A,https://www.olx.ro/d/oferta/audi-a4-an-fabricatie-2019-luna-octombrie-IDgI2OJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ggapnf0mbned-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/2p5ng5h8j3ff1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/sq9v281pyw882-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/d4wa0cdhhmnn-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1umni40b3muu2-RO/image;s=1000x750,diesel,automatic,Berlina,Audi,A4,olx_gI2OJ,2025-09-10T15:38:40.520757
Audi A7 5 0 Tdi Mild Hybrid,"36 990 €
Prețul e negociabil",36990.0,2019,200 000,N/A,https://www.olx.ro/d/oferta/audi-a7-5-0-tdi-mild-hybrid-IDjKKXZ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vw1fn1ivpnga1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rzqxafgx20fc2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w7rosbnnnwht2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mhj2m7dp386d-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/83raglepm1yt1-RO/image;s=750x1000,diesel,automatic,"//schema.org/UsedCondition""}}",Audi,A7,olx_jKKXZ,2025-09-10T15:38:44.144333
Audi Q7 Quattro Tfsi 2017,"32 000 €
Prețul e negociabil",32000.0,2017,148 000,N/A,https://www.olx.ro/d/oferta/audi-q7-quattro-tfsi-2017-IDjK0AE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/m22z25tdq5k6-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/ftvjsozx2xg32-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/mv2bk5r5htra3-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/vkcmmj0sgpyn1-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/093ep5kiddyf-RO/image;s=3024x4032,petrol,automatic,SUV,Audi,Q7,olx_jK0AE,2025-09-10T15:38:48.189249
