titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw 530E Xdrive 2021,29 900 €,29900.0,2021,124 000,N/A,https://www.olx.ro/d/oferta/bmw-530e-xdrive-2021-IDjM9up.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7n9beypjxza-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/6krrvp8q5vpx-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/pc06cjok1njy2-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/y3o97a2vot77-RO/image;s=1000x645;https://frankfurt.apollo.olxcdn.com:443/v1/files/hjixikoydsjz1-RO/image;s=1000x680,petrol,automatic,Berlina,BMW,Unknown,olx_jM9up,2025-09-09T22:31:20.647078
Bmw Seria 1 Verificata In Reprezentanta Bmw Inainte De Achizitie,"10 900 €
Prețul e negociabil",10900.0,2018,191 000,N/A,https://www.olx.ro/d/oferta/bmw-seria-1-verificata-in-reprezentanta-bmw-inainte-de-achizitie-IDiTGwk.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/33c8x3s6htal-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/i5xg6qz31zf6-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/9y7d4o62vpxh1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/eq8m8sccwwbe1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/gu4vm50bt2sd-RO/image;s=2000x1500,petrol,manual,Hatchback,BMW,Seria 1,olx_iTGwk,2025-09-09T22:31:24.665149
Bmw X5 45E Hybrid Performance,47 999 €,47999.0,2020,184 648,N/A,https://www.olx.ro/d/oferta/bmw-x5-45e-hybrid-performance-IDjM2BW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/jc62a08xawo41-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/96ysxacf82oj3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yunso99my9ns-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jz0wre4cq7pk3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/28cwcxatk6ph3-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X5,olx_jM2BW,2025-09-09T22:31:29.446312
Bmw G20 Sport Line Proprietar,"26 500 €
Prețul e negociabil",26500.0,2020,30 000,N/A,https://www.olx.ro/d/oferta/bmw-g20-sport-line-proprietar-IDjLz6V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/yql5yggkim8e2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/rs8roiiwd48j1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/azjqajoxh7bu1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/w3bzvlwf8vqd-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/xqxyrzjx9yam3-RO/image;s=1024x768,petrol,automatic,Berlina,BMW,Unknown,olx_jLz6V,2025-09-09T22:31:33.375410
Bmw X4 M40I 360 Cp M Performance 130000 Km,"39 900 €
Prețul e negociabil",39900.0,2019,130 000,N/A,https://www.olx.ro/d/oferta/bmw-x4-m40i-360-cp-m-performance-130000-km-IDjJ2Zt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bejbiz1lzshx-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/y4mx1g83ef3p2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/58z205u7w3421-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/5ri38gtdz9hq1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/6ld6atdww0p53-RO/image;s=5712x4284,petrol,automatic,SUV,BMW,M4,olx_jJ2Zt,2025-09-09T22:31:38.481332
Bmw 420I Xdrive 2016,"15 900 €
Prețul e negociabil",15900.0,2016,168 000,N/A,https://www.olx.ro/d/oferta/bmw-420i-xdrive-2016-IDjN34c.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/tnmm246l96cb3-RO/image;s=663x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7uzsdkazntwd1-RO/image;s=461x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yp4knmxqi5mq2-RO/image;s=461x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ho7djrnckabc-RO/image;s=461x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/tvvu9yphdfxf2-RO/image;s=461x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jN34c,2025-09-09T22:31:43.014028
Bmw M340I 2022 Mild Hybrid M Performance Garantie Extins,44 000 €,44000.0,2022,69 000,N/A,https://www.olx.ro/d/oferta/bmw-m340i-2022-mild-hybrid-m-performance-garantie-extins-IDjJrwq.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/736s274qqx2l3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7kjchnyg9is81-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/k3sg3b6k693d3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jkxbv5z48twy1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/71xuf9mqu0ok1-RO/image;s=750x1000,petrol,N/A,Berlina,BMW,M3,olx_jJrwq,2025-09-09T22:31:46.092021
Vind Bmw X3 2 0I X Drive Luxury Line,33 490 €,33490.0,2020,87 500,N/A,https://www.olx.ro/d/oferta/vind-bmw-x3-2-0i-x-drive-luxury-line-IDjLFFg.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/br6nuxa7w4rq2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4t0ik7q89bn13-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/f7zrscdh6vnk-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/0lk7j3e27ihp-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zdrrspcpg1xl1-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X3,olx_jLFFg,2025-09-09T22:31:50.902011
Bmw 540I Xdrive 2018 M Paket B58,32 900 €,32900.0,2018,192 000,N/A,https://www.olx.ro/d/oferta/bmw-540i-xdrive-2018-m-paket-b58-IDjMvec.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5cdvvpqwz20h-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mclhcqcj5bmo2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ah4b1temw1p52-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7whd86iv029z-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4yvzlpscij1h2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jMvec,2025-09-09T22:31:54.298310
Bmw 320I M Sport,"15 000 €
Prețul e negociabil",15000.0,2015,182 000,N/A,https://www.olx.ro/d/oferta/bmw-320i-m-sport-IDjN0nU.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/m1ahhlxju0rf2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/unnzbnptm86i2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/is95u17mv0t72-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/k5tol5f6ofey-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/ncn5nzp3v9bk2-RO/image;s=1600x1200,petrol,automatic,Berlina,BMW,Unknown,olx_jN0nU,2025-09-09T22:31:58.306432
