titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw 325D Gt F34 Facelift 224Cp 2 0 Diesel Lci Led Keyless B47,"13 900 €
Prețul e negociabil",13900.0,2017,29 000,Unknown,https://www.olx.ro/d/oferta/bmw-325d-gt-f34-facelift-224cp-2-0-diesel-lci-led-keyless-b47-IDjsM3V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/plcyygb9xkew-RO/image;s=2856x2142;https://frankfurt.apollo.olxcdn.com:443/v1/files/a0ehj7zafm4x2-RO/image;s=2856x2142;https://frankfurt.apollo.olxcdn.com:443/v1/files/s55p668s3uxh3-RO/image;s=2603x1953;https://frankfurt.apollo.olxcdn.com:443/v1/files/mviqc61tdyy8-RO/image;s=2419x1814;https://frankfurt.apollo.olxcdn.com:443/v1/files/uc8srza34lrj3-RO/image;s=2284x1713,diesel,automatic,Hatchback,BMW,Unknown,olx_jsM3V,2025-09-11T20:17:06.861363
Bmw X3 2 0D 2022 Xdrive Hybrid Ca Nou,29 400 €,29400.0,2022,75 300,Unknown,https://www.olx.ro/d/oferta/bmw-x3-2-0d-2022-xdrive-hybrid-ca-nou-IDjMtRy.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ugdi18a7ilok-RO/image;s=1130x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/1t4gap1ruqzp-RO/image;s=1372x856;https://frankfurt.apollo.olxcdn.com:443/v1/files/55ro5qpbpuxh-RO/image;s=1856x820;https://frankfurt.apollo.olxcdn.com:443/v1/files/w3zvbp6ifp7w1-RO/image;s=1921x826;https://frankfurt.apollo.olxcdn.com:443/v1/files/59yvf2ljere72-RO/image;s=1095x912,hybrid,automatic,SUV,BMW,X3,olx_jMtRy,2025-09-11T20:17:28.688533
Bmw 740D Xdrive M G11,"33 500 €
Prețul e negociabil",33500.0,2017,160 000,Unknown,https://www.olx.ro/d/oferta/bmw-740d-xdrive-m-g11-IDjFDU2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7jwg0sz3wies3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/31uhfo84fd3c1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/k2xam2v57t151-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xo7shun6j2lf-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/suwolmosicep-RO/image;s=750x1000,diesel,automatic,Berlina,BMW,Unknown,olx_jFDU2,2025-09-11T20:18:03.879067
Bmw G30 2019 Pachet M 2 0Diesel 520D,21 000 €,21000.0,2019,198 000,Unknown,https://www.olx.ro/d/oferta/bmw-g30-2019-pachet-m-2-0diesel-520d-IDjN2S0.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rmpc0k5hdzy7-RO/image;s=1496x1496;https://frankfurt.apollo.olxcdn.com:443/v1/files/8x99rz3im2iu3-RO/image;s=1496x1496;https://frankfurt.apollo.olxcdn.com:443/v1/files/zg6c4yynd4fo2-RO/image;s=1496x1496;https://frankfurt.apollo.olxcdn.com:443/v1/files/hygjdq9f1rk91-RO/image;s=1496x1496;https://frankfurt.apollo.olxcdn.com:443/v1/files/2ttn46djn38n1-RO/image;s=1496x1496,diesel,automatic,Berlina,BMW,Unknown,olx_jN2S0,2025-09-11T20:18:33.183978
Vand Bmw 520D G30 Luxury Line,21 000 €,21000.0,2018,172 000,Unknown,https://www.olx.ro/d/oferta/vand-bmw-520d-g30-luxury-line-IDjyGeX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s4vvn5tuqfx51-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jptj1atd80xk1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/vz2rhfqvd7xy1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/kksljwq3vzze2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/ptdgmpudoew22-RO/image;s=1000x563,diesel,automatic,Berlina,BMW,Unknown,olx_jyGeX,2025-09-11T20:18:37.290394
Vand Bmw X6 M 40 Xdrive In Garantie 2026,"68 500 €
Prețul e negociabil",68500.0,2021,91 000,Unknown,https://www.olx.ro/d/oferta/vand-bmw-x6-m-40-xdrive-in-garantie-2026-IDjBcc8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ystjwtjgse6i3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d1i55emuc963-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/senhkp6e1eln1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3mu90nntr8x02-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/gwa6etzlfbjp2-RO/image;s=750x1000,diesel,automatic,SUV,BMW,X6,olx_jBcc8,2025-09-11T20:18:40.629279
Bmw Seria 5 518D 2021,27 700 €,27700.0,2021,89 700,Unknown,https://www.olx.ro/d/oferta/bmw-seria-5-518d-2021-IDjN8Pz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ib9uqy3ibi0s1-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/gylp99kjqg5-RO/image;s=1126x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zn9f5mj2bmdj-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/8a4pv0w4ac372-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/jem874oemk2w1-RO/image;s=2000x1126,diesel,automatic,Berlina,BMW,Seria 5,olx_jN8Pz,2025-09-11T20:18:59.106875
Bmw X5 Xdrive 25D 68 000 Km 2019,29 000 €,29000.0,2019,68 000,Unknown,https://www.olx.ro/d/oferta/bmw-x5-xdrive-25d-68-000-km-2019-IDjegJh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2c6ccazh1qio2-RO/image;s=1000x642;https://frankfurt.apollo.olxcdn.com:443/v1/files/56j05ro5dlp81-RO/image;s=1000x639;https://frankfurt.apollo.olxcdn.com:443/v1/files/ltiqsno8g9pb1-RO/image;s=992x642;https://frankfurt.apollo.olxcdn.com:443/v1/files/4ivgmqidafr4-RO/image;s=1000x645;https://frankfurt.apollo.olxcdn.com:443/v1/files/h9evnb0vhmvh1-RO/image;s=997x649,diesel,automatic,SUV,BMW,X5,olx_jegJh,2025-09-11T20:20:00.277925
Bmw 740 Xd Long M Paket Pro Grila Iluminata Usi Electrice,98 000 €,98000.0,2023,30 000,Unknown,https://www.olx.ro/d/oferta/bmw-740-xd-long-m-paket-pro-grila-iluminata-usi-electrice-IDjEOHq.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5i0cnr4hh3hd1-RO/image;s=1000x815;https://frankfurt.apollo.olxcdn.com:443/v1/files/ech0e2u5b84l-RO/image;s=1000x829;https://frankfurt.apollo.olxcdn.com:443/v1/files/2zv3f59s5bkk3-RO/image;s=987x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/iuyr19vy4cxm2-RO/image;s=1000x831;https://frankfurt.apollo.olxcdn.com:443/v1/files/6ek51v2a3j1i2-RO/image;s=1000x888,diesel,automatic,Berlina,BMW,Unknown,olx_jEOHq,2025-09-11T20:20:28.577005
Bmw Seria 4 420D Xdrive Gran Coupe 360,"42 500 €
Prețul e negociabil",42500.0,2022,75 000,Unknown,https://www.olx.ro/d/oferta/bmw-seria-4-420d-xdrive-gran-coupe-360-IDjGtXz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dpoc8m552at32-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dst9pnj9bisp-RO/image;s=461x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3xn6oxr8a8vj2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/tsahdg2jbkcn-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/egqlbk17zc8n2-RO/image;s=461x1000,diesel,automatic,Coupe,BMW,Seria 4,olx_jGtXz,2025-09-11T20:20:32.961809
