titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Mercedes Gt 43 Amg,64 999 €,64999.0,2019,90 241,N/A,https://www.olx.ro/d/oferta/mercedes-gt-43-amg-IDjDvTX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/cs0nwme7a2jv-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/is72sm4zlrz82-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/844ijtl2cpq73-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9df2k4cfq1q-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rg3iti8u3efk3-RO/image;s=750x1000,hybrid,automatic,Berlina,MG,Unknown,olx_jDvTX,2025-09-10T13:32:28.551692
Mercedes Benz Cla 220 4 Matic Amg Line,"21 950 €
Prețul e negociabil",21950.0,2017,106 373,N/A,https://www.olx.ro/d/oferta/mercedes-benz-cla-220-4-matic-amg-line-IDiY3sw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/oks48zi2v8os2-RO/image;s=4000x3000;https://frankfurt.apollo.olxcdn.com:443/v1/files/fryt7g0bw1ui2-RO/image;s=4000x3000;https://frankfurt.apollo.olxcdn.com:443/v1/files/j95yhxzsv4xf2-RO/image;s=2000x1432;https://frankfurt.apollo.olxcdn.com:443/v1/files/n7jpw64f727f2-RO/image;s=2250x2869;https://frankfurt.apollo.olxcdn.com:443/v1/files/7855j9rhwz2x1-RO/image;s=4000x2250,petrol,automatic,"//schema.org/UsedCondition""}}",MG,Unknown,olx_iY3sw,2025-09-10T13:32:33.365878
Mercedes Benz Gle450 Eq Boost Hybrid,"52 000 €
Prețul e negociabil",52000.0,2019,133 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-gle450-eq-boost-hybrid-IDjMDL4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6zl9avk6axvh1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7n05a3tn93t72-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/47edydhpjewo-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/n1popef13q5r-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zvpnxvyjzp6s1-RO/image;s=1000x750,petrol,automatic,SUV,Unknown,Unknown,olx_jMDL4,2025-09-10T13:32:37.902553
Mercedes Benz Glc 250D 4 Matic Designo Sport Obsidian Black,"26 300 €
Prețul e negociabil",26300.0,2017,153 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-glc-250d-4-matic-designo-sport-obsidian-black-IDjKndw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/j6r0z8yyegrv3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4hpaimctqkfb3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/u7nsmrt4ny8s2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4qjp9rjw69tz-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/sb2gcd0441xr-RO/image;s=1600x1200,diesel,automatic,SUV,Unknown,Unknown,olx_jKndw,2025-09-10T13:32:41.842481
Mercedes Benz Cla 180 122 Cp,18 500 €,18500.0,2017,130 680,N/A,https://www.olx.ro/d/oferta/mercedes-benz-cla-180-122-cp-IDjtvVs.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/16z64o4yql001-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ceu0i1ss8x7v1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/f1vlwr7tza7q1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/im90fumlazhg2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/o6ao2w2pm12i3-RO/image;s=750x1000,petrol,automatic,Berlina,Unknown,Unknown,olx_jtvVs,2025-09-10T13:32:44.851316
Mercedes Benz Clasa C 220,24 500 €,24500.0,2017,120 691,N/A,https://www.olx.ro/d/oferta/mercedes-benz-clasa-c-220-IDjBP6H.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/zc8wo7wnm33b3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2nob5y0qurdu3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dhkvc32gllxw1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/95duddwzr5js3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/15wfeeps4om4-RO/image;s=2000x1500,diesel,automatic,Berlina,Unknown,Unknown,olx_jBP6H,2025-09-10T13:32:48.769979
Mercedes E 400D 4Matic,43 000 €,43000.0,2019,85 000,N/A,https://www.olx.ro/d/oferta/mercedes-e-400d-4matic-IDjJbAO.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dcnostd23s4o1-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/kdyfzfi0nkjn-RO/image;s=765x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/v7e3schnczxp3-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/89klv4q9y10n1-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/hodr7v2du7982-RO/image;s=1294x1726,diesel,automatic,Coupe,Unknown,Unknown,olx_jJbAO,2025-09-10T13:32:53.233787
Mercedes Benz Glc 200D 163Cp Multibeam Led Camera Burmester,25 400 €,25400.0,2020,165 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-glc-200d-163cp-multibeam-led-camera-burmester-IDjBUqw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/veeb3fmxe0ul3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/itpq15c4mrgf3-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/0xv9j41x5vlb1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/yrcwwylovli42-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/yizdxgq2dwpx2-RO/image;s=4032x3024,diesel,automatic,SUV,Unknown,Unknown,olx_jBUqw,2025-09-10T13:32:57.257973
Mercedes Benz Cls 450 4Matic Mild Hibrid Gt43Amg,"38 500 €
Prețul e negociabil",38500.0,2019,119 280,N/A,https://www.olx.ro/d/oferta/mercedes-benz-cls-450-4matic-mild-hibrid-gt43amg-IDjuqnY.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e7f0uecpxcuh3-RO/image;s=1000x782;https://frankfurt.apollo.olxcdn.com:443/v1/files/62nlkbdtcrgc1-RO/image;s=1000x694;https://frankfurt.apollo.olxcdn.com:443/v1/files/r8ci1iuqvafx1-RO/image;s=1000x730;https://frankfurt.apollo.olxcdn.com:443/v1/files/2cik840i4lx52-RO/image;s=1000x701;https://frankfurt.apollo.olxcdn.com:443/v1/files/piuuncbatf6m2-RO/image;s=1000x547,petrol,automatic,Berlina,MG,Unknown,olx_juqnY,2025-09-10T13:33:01.068730
Mercedes Benz 450 Coupe 4Matic Designo Night Vision Full Amg,56 100 €,56100.0,2019,98.000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-450-coupe-4matic-designo-night-vision-full-amg-IDjBLvM.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uz8mz1uqx1ef2-RO/image;s=1000x602;https://frankfurt.apollo.olxcdn.com:443/v1/files/qlxv7piscjyl1-RO/image;s=1000x473;https://frankfurt.apollo.olxcdn.com:443/v1/files/6rn51znh6qo3-RO/image;s=1000x735;https://frankfurt.apollo.olxcdn.com:443/v1/files/ffdo7zjxn9i12-RO/image;s=1000x596;https://frankfurt.apollo.olxcdn.com:443/v1/files/mrieapsfilp3-RO/image;s=1000x707,petrol,automatic,Coupe,MG,Unknown,olx_jBLvM,2025-09-10T13:33:04.385440
