titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q8 Sline Hibrid,58 000 €,58000.0,2021,120 000,N/A,https://www.olx.ro/d/oferta/audi-q8-sline-hibrid-IDjLJ39.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/tjfw0uxdd2km3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ow64c8lbct5w2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/t33vzxbzlkki2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/en0efhspj4ir1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yknv1qg548yw-RO/image;s=1500x2000,hybrid,automatic,SUV,Audi,Q8,olx_jLJ39,2025-09-11T08:00:44.787022
Audi A6 S Line 2019 3 0 L 282Cp Km Reali Stare Impecabila,30 000 €,30000.0,2019,180 000,N/A,https://www.olx.ro/d/oferta/audi-a6-s-line-2019-3-0-l-282cp-km-reali-stare-impecabila-IDjFNjk.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/cykc0i67kico2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/wbck7si4t6833-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4ht2b2zz2l8h2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5wq4na13gokm1-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bnyvkacj1ana2-RO/image;s=1000x1000,diesel,automatic,Berlina,Audi,A6,olx_jFNjk,2025-09-11T08:00:58.681964
Audi A8 Audi A8 Diesel Unic Peoprietar Posibil Factura Tva,35 000 €,35000.0,2019,190 000,N/A,https://www.olx.ro/d/oferta/audi-a8-audi-a8-diesel-unic-peoprietar-posibil-factura-tva-IDj4jzW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/119k0za880lf1-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/lqxd7m54u8hv3-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/fjpxbfadefql-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/8zxje9894utg3-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/3x4nipku9tq83-RO/image;s=1813x1360,diesel,automatic,Berlina,Audi,A8,olx_j4jzW,2025-09-11T08:01:40.028998
Audi Q8 2020 Persoana Fizica,"45 000 €
Prețul e negociabil",45000.0,2020,130 000,N/A,https://www.olx.ro/d/oferta/audi-q8-2020-persoana-fizica-IDjEwXH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/z88mmlrjmyy41-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/77sgta8ul00p1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/xg48eo55dtpp2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ha5eoka4ikjr-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1ph9zywql6v21-RO/image;s=2000x1500,diesel,N/A,SUV,Audi,Q8,olx_jEwXH,2025-09-11T08:02:05.601234
Audi A8 55 Tfsi Long Mhve,"49 900 €
Prețul e negociabil",49900.0,2018,150 000,N/A,https://www.olx.ro/d/oferta/audi-a8-55-tfsi-long-mhve-IDjJneV.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dkvsgcqwo6mv2-RO/image;s=1026x1824;https://frankfurt.apollo.olxcdn.com:443/v1/files/ork1t0t9mytf2-RO/image;s=1026x1824;https://frankfurt.apollo.olxcdn.com:443/v1/files/vf35tkuftfjc-RO/image;s=1026x1824;https://frankfurt.apollo.olxcdn.com:443/v1/files/c654j76p5ua72-RO/image;s=1026x1824;https://frankfurt.apollo.olxcdn.com:443/v1/files/vvazt04jisoh-RO/image;s=1026x1824,petrol,automatic,Berlina,Audi,A8,olx_jJneV,2025-09-11T08:02:31.726545
Audi A8 3 0 Long Bang Olufsen 3D Dvd Spate Masaj Full Option,45 900 €,45900.0,2018,117 000,N/A,https://www.olx.ro/d/oferta/audi-a8-3-0-long-bang-olufsen-3d-dvd-spate-masaj-full-option-IDjGZ8F.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rahhdsp0e91e3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/e98e7tz9btkg3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/jwfa8jadprx41-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cx5402tx1vmq2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/bzpnpbtox5xk1-RO/image;s=1000x750,diesel,automatic,"//schema.org/UsedCondition""}}",Audi,A8,olx_jGZ8F,2025-09-11T08:03:03.453352
Audi A8 Audi A8 Diesel Unic Peoprietar Posibil Factura Tva,35 000 €,35000.0,2019,190 000,N/A,https://www.olx.ro/d/oferta/audi-a8-audi-a8-diesel-unic-peoprietar-posibil-factura-tva-IDj4jzW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/119k0za880lf1-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/lqxd7m54u8hv3-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/fjpxbfadefql-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/8zxje9894utg3-RO/image;s=1813x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/3x4nipku9tq83-RO/image;s=1813x1360,diesel,automatic,Berlina,Audi,A8,olx_j4jzW,2025-09-11T08:03:07.356419
Bmw 750I Xdrive Long,"25 000 €
Prețul e negociabil",25000.0,2017,155 000,N/A,https://www.olx.ro/d/oferta/bmw-750i-xdrive-long-IDjr2sA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/u08e9rp7cmic2-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/fakospjzoqbt3-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/ungtlex32yjr2-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/5vpklu6010663-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/8f552ehrkpzj2-RO/image;s=2000x934,petrol,automatic,Berlina,BMW,Unknown,olx_jr2sA,2025-09-11T08:03:45.786419
Bmw Seria 3 320I Xdrive Sedan,"45 500 €
Prețul e negociabil",45500.0,2024,22 900,N/A,https://www.olx.ro/d/oferta/bmw-seria-3-320i-xdrive-sedan-IDjLuh2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7gata3wql1z73-RO/image;s=1594x1142;https://frankfurt.apollo.olxcdn.com:443/v1/files/zapngmpt4kfn2-RO/image;s=1404x993;https://frankfurt.apollo.olxcdn.com:443/v1/files/etj2iy6zh6u3-RO/image;s=1400x987;https://frankfurt.apollo.olxcdn.com:443/v1/files/0etli0kyoa341-RO/image;s=1403x997;https://frankfurt.apollo.olxcdn.com:443/v1/files/zs8d7b8hgkis1-RO/image;s=1400x991,petrol,automatic,Berlina,BMW,Seria 3,olx_jLuh2,2025-09-11T08:03:50.284847
Bmw M440I Xdrive,49 999 €,49999.0,2020,108 000,N/A,https://www.olx.ro/d/oferta/bmw-m440i-xdrive-IDjKovZ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/v5qhznyrqov02-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/vmfjn64sf5a2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xa1o3ody6hlh3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ce1enj9qm8vk-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/24jluvl6vqvc1-RO/image;s=750x1000,petrol,automatic,Coupe,BMW,M4,olx_jKovZ,2025-09-11T08:04:12.525515
