titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Alfa Romeo Stelvio,"27 800 €
Prețul e negociabil",27800.0,2017,113 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-stelvio-IDjJYte.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/75mdjrnqr14s1-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/yqon8wy3hb363-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/d63cwhakmp1h3-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/8abk2y22s2q3-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/60tqa0hknc7k1-RO/image;s=2016x1512,petrol,automatic,SUV,Alfa Romeo,Stelvio,olx_jJYte,2025-09-08T13:53:12.341915
Alfa Romeo Giulia 2 2 Diesel 150 Cp Automata 2017,"14 400 €
Prețul e negociabil",14400.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-2-2-diesel-150-cp-automata-2017-IDjtd2e.html,,N/A,N/A,N/A,Alfa Romeo,Giulia,olx_jtd2e,2025-09-08T13:53:16.280330
Alfa Romeo Giulietta Euro6 2017 70000Km,"7 200 €
Prețul e negociabil",7200.0,2017,76 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulietta-euro6-2017-70000km-IDjLdyc.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s60kunqb2mhw2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/quvh1gssvtnx-RO/image;s=1000x683;https://frankfurt.apollo.olxcdn.com:443/v1/files/yatqv89y86p82-RO/image;s=1000x519;https://frankfurt.apollo.olxcdn.com:443/v1/files/biyg0tf5x4j12-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7714rhsb72um1-RO/image;s=1000x1000,diesel,manual,Hatchback,Alfa Romeo,Giulietta,olx_jLdyc,2025-09-08T13:53:19.135284
Alfa Romeo Giulia 2 0 Turbo Awd At8 Veloce,29 500 €,29500.0,2019,69 300,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-2-0-turbo-awd-at8-veloce-IDjIBIU.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bb20r114paj72-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/qyhisml9difq1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/d3b02agn9mlo1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/u5k10m44rxb7-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/w9y5acjc6iry1-RO/image;s=2000x1500,petrol,automatic,Berlina,Alfa Romeo,Giulia,olx_jIBIU,2025-09-08T13:53:23.089674
Alfa Romeo Giulia 2 0 280Cp,"19 900 €
Prețul e negociabil",19900.0,2018,110 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-2-0-280cp-IDjMk0v.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/m968ajv42p22-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/x0olprxo2q73-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/27v34wcxqsjd1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cd2xn5f21o2t2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1illxgcc4glm1-RO/image;s=1000x750,petrol,automatic,Berlina,Alfa Romeo,Giulia,olx_jMk0v,2025-09-08T13:53:28.140681
Alfa Romeo Giulia 2 0 Benzina 280Cp Turbo,24 900 €,24900.0,2019,80 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-2-0-benzina-280cp-turbo-IDjMdYD.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3phsg9iwdld43-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/40fjprnjbwyj2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zpzzb682awlp1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/gk115jzbqs9w-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1ehlmhtfdt3e-RO/image;s=750x1000,petrol,automatic,Berlina,Alfa Romeo,Giulia,olx_jMdYD,2025-09-08T13:53:31.397936
Vand Alfa Romeo Giulia,"15 000 €
Prețul e negociabil",15000.0,2018,152 000,N/A,https://www.olx.ro/d/oferta/vand-alfa-romeo-giulia-IDjLJAp.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9tc3yd578ea11-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/xmdrmb4z48y1-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/tdadkq0x72382-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/dtkb7afbjlgk1-RO/image;s=768x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/wqsbdjlfb3gi-RO/image;s=768x1020,diesel,automatic,Berlina,Alfa Romeo,Giulia,olx_jLJAp,2025-09-08T13:53:35.864170
Alfa Romeo Giulia Veloce 2 0 At8,15 500 €,15500.0,2020,239 500,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-veloce-2-0-at8-IDjLGX2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ywuxhpbjrqil-RO/image;s=1577x1236;https://frankfurt.apollo.olxcdn.com:443/v1/files/c3gkasccmkhr2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/m4rsef1d5lv23-RO/image;s=1270x1212;https://frankfurt.apollo.olxcdn.com:443/v1/files/55s0xiwblo2w3-RO/image;s=1528x1177;https://frankfurt.apollo.olxcdn.com:443/v1/files/iax53njdhdpr3-RO/image;s=1872x1198,petrol,automatic,Berlina,Alfa Romeo,Giulia,olx_jLGX2,2025-09-08T13:53:39.475383
Alfa Romeo Giulia,15 000 €,15000.0,2017,225 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-IDjLFDe.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ho2w4754baow1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ood9ftrtuxm21-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/gma1e2m88ehw1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/nglagr9zykle-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/e3z1e6xwg0zr1-RO/image;s=750x1000,diesel,automatic,Berlina,Alfa Romeo,Giulia,olx_jLFDe,2025-09-08T13:53:43.405538
Alfa Romeo Stelvio,"15 400 €
Prețul e negociabil",15400.0,2019,199 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-stelvio-IDjLDiI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/t00op71i4e273-RO/image;s=1000x461;https://frankfurt.apollo.olxcdn.com:443/v1/files/liaarhk91kaw-RO/image;s=1000x462;https://frankfurt.apollo.olxcdn.com:443/v1/files/y6mz87hrfffe2-RO/image;s=1000x462;https://frankfurt.apollo.olxcdn.com:443/v1/files/e5gdro45gyuv2-RO/image;s=1000x461;https://frankfurt.apollo.olxcdn.com:443/v1/files/dxjqh9aqihds3-RO/image;s=1000x461,diesel,automatic,SUV,Alfa Romeo,Stelvio,olx_jLDiI,2025-09-08T13:53:46.601812
Alfa Romeo Giulia Veloce Q4 210Cv Acc Performance Pack Tva Deductibil,"17 500 €
Prețul e negociabil",17500.0,2017,196 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-giulia-veloce-q4-210cv-acc-performance-pack-tva-deductibil-IDj1NtI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qmd2bget31ih1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/f8yrrul5eaoh2-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/1gmpb6ku7dx52-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/n76yg9m4xz192-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ggu2lcjx5mi-RO/image;s=3024x4032,diesel,automatic,Berlina,Alfa Romeo,Giulia,olx_j1NtI,2025-09-08T13:53:50.180345
Alfa Romeo Stelvio Veloce 280 Cp Awd 4X4,"20 600 €
Prețul e negociabil",20600.0,2018,83 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-stelvio-veloce-280-cp-awd-4x4-IDjLig2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qgqvvaohcew81-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/z4ehlrvrn2wg3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xtfbcrjhx7dn3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x82tq95n976s-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/csjh3g57jgab3-RO/image;s=750x1000,petrol,automatic,SUV,Alfa Romeo,Stelvio,olx_jLig2,2025-09-08T13:53:54.813147
Alfa Romeo Stelvio,16 400 €,16400.0,2017,170 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-stelvio-IDjE3Sn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5elb976e00w-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/f86xlwu0x2pn2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/te0cddazb8341-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/6mq1opwmhcb53-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/64fn3bwel3fj2-RO/image;s=1000x750,diesel,automatic,SUV,Alfa Romeo,Stelvio,olx_jE3Sn,2025-09-08T13:53:58.083955
Alfa Romeo Stelvio,"27 800 €
Prețul e negociabil",27800.0,2017,113 000,N/A,https://www.olx.ro/d/oferta/alfa-romeo-stelvio-IDjJYte.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/75mdjrnqr14s1-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/yqon8wy3hb363-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/d63cwhakmp1h3-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/8abk2y22s2q3-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/60tqa0hknc7k1-RO/image;s=2016x1512,petrol,automatic,SUV,Alfa Romeo,Stelvio,olx_jJYte,2025-09-08T13:54:02.434277
Vand Alfa Romeo Stelvio Q4 Diesel,"22 900 €
Prețul e negociabil",22900.0,2019,155 000,N/A,https://www.olx.ro/d/oferta/vand-alfa-romeo-stelvio-q4-diesel-IDjDhs4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7744jgjak5h91-RO/image;s=1243x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/x04ghtjx2p0t1-RO/image;s=1600x738;https://frankfurt.apollo.olxcdn.com:443/v1/files/a0nlglxa9zj61-RO/image;s=1600x738;https://frankfurt.apollo.olxcdn.com:443/v1/files/cxeawzj081171-RO/image;s=1600x738;https://frankfurt.apollo.olxcdn.com:443/v1/files/49vywlcp402k-RO/image;s=738x1600,diesel,N/A,SUV,Alfa Romeo,Stelvio,olx_jDhs4,2025-09-08T13:54:05.387906
Vand Audi Q2 2018,"17 500 €
Prețul e negociabil",17500.0,2018,241 000,N/A,https://www.olx.ro/d/oferta/vand-audi-q2-2018-IDjIgqD.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fs8mc753y86i3-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/7n5bxswbabrp1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/oett6wzbvp2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/n4qd9m1f6j2c2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/z7uiff7wikhh1-RO/image;s=768x1024,diesel,automatic,SUV,Audi,Q2,olx_jIgqD,2025-09-08T13:54:08.570572
Audi A6 C7 3 0 Tdi 2017,21 500 €,21500.0,2017,215 000,N/A,https://www.olx.ro/d/oferta/audi-a6-c7-3-0-tdi-2017-IDjMGjW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0lxme7jx9cg73-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jozw6vhvbnlg2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n19aoi7la2gc2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5oy9moknvpvi-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7w7978cbbztv1-RO/image;s=750x1000,diesel,automatic,Berlina,Audi,A6,olx_jMGjW,2025-09-08T13:54:13.393293
Audi A7 50Tdi Full S Line,"33 500 €
Prețul e negociabil",33500.0,2019,240 000,N/A,https://www.olx.ro/d/oferta/audi-a7-50tdi-full-s-line-IDjupi1.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uejgomctm9hb3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7cod9i7pzk7f-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/25aa3v7desyh2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yb98bg0lqqx42-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/6sdigmdq0jw4-RO/image;s=563x1000,hybrid,automatic,Berlina,Audi,A7,olx_jupi1,2025-09-08T13:54:17.391863
Audi Q5 2 0 Tdi S Line 190 Cp Quattro Euro 6 2017 Alb Perlat,"17 990 €
Prețul e negociabil",17990.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/audi-q5-2-0-tdi-s-line-190-cp-quattro-euro-6-2017-alb-perlat-IDjL86p.html,,N/A,N/A,N/A,Audi,90,olx_jL86p,2025-09-08T13:54:21.276296
Audi Q7 E Tron 3X S Line An 2019,"33 900 €
Prețul e negociabil",33900.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/audi-q7-e-tron-3x-s-line-an-2019-IDi5hKV.html,,N/A,N/A,N/A,Audi,Q7,olx_i5hKV,2025-09-08T13:54:23.667556
