titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw 750I Xdrive Long,"25 000 €
Prețul e negociabil",25000.0,2017,155 000,N/A,https://www.olx.ro/d/oferta/bmw-750i-xdrive-long-IDjr2sA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/u08e9rp7cmic2-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/fakospjzoqbt3-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/ungtlex32yjr2-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/5vpklu6010663-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/8f552ehrkpzj2-RO/image;s=2000x934,petrol,automatic,Berlina,BMW,Unknown,olx_jr2sA,2025-09-11T18:41:33.981686
Bmw 330I Xdrive,"34 999 €
Prețul e negociabil",34999.0,2022,87 643,N/A,https://www.olx.ro/d/oferta/bmw-330i-xdrive-IDjzIUu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/eliivi0a25an1-RO/image;s=1000x599;https://frankfurt.apollo.olxcdn.com:443/v1/files/c829cw2zu0ek2-RO/image;s=1000x746;https://frankfurt.apollo.olxcdn.com:443/v1/files/yo6v5786un7i3-RO/image;s=1000x590;https://frankfurt.apollo.olxcdn.com:443/v1/files/ipqv7ryhe0wg3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/x76207qhzede-RO/image;s=1000x667,petrol,automatic,Hatchback,BMW,Unknown,olx_jzIUu,2025-09-11T18:41:37.250566
Bmw 320I 2020 M,"25 900 €
Prețul e negociabil",25900.0,2020,150 000,N/A,https://www.olx.ro/d/oferta/bmw-320i-2020-m-IDjCIUu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fwb5mu7mpbl41-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ht7jmq2ico582-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ej6ye37ttruz1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/py8cyx5tshw81-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d759en5o6iiv2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jCIUu,2025-09-11T18:41:40.493441
Bmw Seria 5 530I 252 Cp Luxury Line,23 500 €,23500.0,2017,158 100,N/A,https://www.olx.ro/d/oferta/bmw-seria-5-530i-252-cp-luxury-line-IDjKpkt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ojv477vvmuxs-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/gfjrbb0ib4xy-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cxv9ijoshyu23-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/39qdjonls4gd-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/phgx9g9jftbm2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Seria 5,olx_jKpkt,2025-09-11T18:41:44.274632
Bmw X1 20I Xdrive 4X4,13 700 €,13700.0,2016,70 000,N/A,https://www.olx.ro/d/oferta/bmw-x1-20i-xdrive-4x4-IDjtfMU.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/aic4lmy76wac1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/qz8xe01gwajl1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rgzo9lr8z0ac2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/vv8gnovzjwyi2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/qo4zhg5qb8t11-RO/image;s=1000x750,petrol,automatic,SUV,BMW,X1,olx_jtfMU,2025-09-11T18:41:52.611963
Bmw 420I 2016 Xdrive,"14 900 €
Prețul e negociabil",14900.0,2016,168 500,N/A,https://www.olx.ro/d/oferta/bmw-420i-2016-xdrive-IDjNmnT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/enll01zpqgj11-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yj9vme455kgi1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/32inds4mi9lx1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ajg6x4b7qdy5-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/silng71pmv3w3-RO/image;s=1000x750,petrol,automatic,Berlina,BMW,Unknown,olx_jNmnT,2025-09-11T18:41:56.629895
Bmw Seria 1 Verificata In Reprezentanta Bmw Inainte De Achizitie,"10 900 €
Prețul e negociabil",10900.0,2018,191 000,N/A,https://www.olx.ro/d/oferta/bmw-seria-1-verificata-in-reprezentanta-bmw-inainte-de-achizitie-IDiTGwk.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/33c8x3s6htal-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/i5xg6qz31zf6-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/9y7d4o62vpxh1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/eq8m8sccwwbe1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/gu4vm50bt2sd-RO/image;s=2000x1500,petrol,manual,Hatchback,BMW,Seria 1,olx_iTGwk,2025-09-11T18:42:00.695433
Bmw X3 M 4 0I Performance Bi Turbo 2018,28 700 €,28700.0,2018,192 000,N/A,https://www.olx.ro/d/oferta/bmw-x3-m-4-0i-performance-bi-turbo-2018-IDjESct.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0ryzfjfhfd8l1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cmjpg6vzqlqp1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nrq8bdwql1ku-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4012guvdk42g3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9tz2nyd15ne92-RO/image;s=1000x750,petrol,automatic,SUV,BMW,X3,olx_jESct,2025-09-11T18:42:05.134034
Bmw X3 Drive 2 0 I Km 76 000,"25 200 €
Prețul e negociabil",25200.0,2018,76 000,N/A,https://www.olx.ro/d/oferta/bmw-x3-drive-2-0-i-km-76-000-IDjIgEd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/w7g0ncmjcwmn3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/zhyh9vv00or61-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/m2aydq0f9hs83-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5q8xs63bsxx4-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n89du8kfh0zx-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X3,olx_jIgEd,2025-09-11T18:42:09.141065
X5 G05 340Cp Primul Proprietar De Noua,"45 000 €
Prețul e negociabil",45000.0,2019,146 500,N/A,https://www.olx.ro/d/oferta/x5-g05-340cp-primul-proprietar-de-noua-IDjEQkH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vp2hxnad30u91-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bj9zf4f2ixyc-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xwg1z382cofy1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/o9jkdscne1t42-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/a809j785w7r03-RO/image;s=1000x750,petrol,automatic,SUV,Unknown,Unknown,olx_jEQkH,2025-09-11T18:42:13.460226
Bmw G20 Sport Line Proprietar,"26 500 €
Prețul e negociabil",26500.0,2020,30 000,N/A,https://www.olx.ro/d/oferta/bmw-g20-sport-line-proprietar-IDjLz6V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/yql5yggkim8e2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/rs8roiiwd48j1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/azjqajoxh7bu1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/w3bzvlwf8vqd-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/xqxyrzjx9yam3-RO/image;s=1024x768,petrol,automatic,Berlina,BMW,Unknown,olx_jLz6V,2025-09-11T18:42:18.300658
Vind Bmw X3 2 0I X Drive Luxury Line,33 490 €,33490.0,2020,87 500,N/A,https://www.olx.ro/d/oferta/vind-bmw-x3-2-0i-x-drive-luxury-line-IDjLFFg.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/br6nuxa7w4rq2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4t0ik7q89bn13-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/f7zrscdh6vnk-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/0lk7j3e27ihp-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zdrrspcpg1xl1-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X3,olx_jLFFg,2025-09-11T18:42:21.676360
Bmw 116I F20 Facelift,8 550 €,8550.0,2017,149 956,N/A,https://www.olx.ro/d/oferta/bmw-116i-f20-facelift-IDjLmgX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/61wxlgdektx12-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/7nplz16bjxzu2-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/pyqyamgoks3r-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/sfdcyoftj3vd-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/ruios6uajox11-RO/image;s=1020x574,petrol,manual,Hatchback,BMW,Unknown,olx_jLmgX,2025-09-11T18:42:25.297357
Vand Bmw X1 1 8I Executive S Drive Automatic 1500 Cc 140 Cp 2018,16 850 €,16850.0,2018,174 000,N/A,https://www.olx.ro/d/oferta/vand-bmw-x1-1-8i-executive-s-drive-automatic-1500-cc-140-cp-2018-IDjvoWt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lw3npf4bk1nf-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/ekyj60g4e3s33-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/ew3abdxlpmck-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/2zmvzhoptzoe1-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/mpfahr7judjf2-RO/image;s=2016x1512,petrol,automatic,SUV,BMW,X1,olx_jvoWt,2025-09-11T18:42:30.622176
Bmw 540I Pachet M,29 990 €,29990.0,2017,166 000,N/A,https://www.olx.ro/d/oferta/bmw-540i-pachet-m-IDjMA2F.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3p98tt2bxzjk2-RO/image;s=1000x906;https://frankfurt.apollo.olxcdn.com:443/v1/files/07t2daoy3sjn3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/14iqevrx9j7o2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/30kso6meyr012-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/g4glhxedb9ur3-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jMA2F,2025-09-11T18:42:34.898436
Bmw Seria 1 F40 118I 2020 140Cp,17 300 €,17300.0,2020,119 147,N/A,https://www.olx.ro/d/oferta/bmw-seria-1-f40-118i-2020-140cp-IDjAkWD.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/z0y51hwg91sz-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/cszy32me648h1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/yd7iv5xl6tu11-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xvg8ene1ekgu1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/3b17y30lxgqc1-RO/image;s=2000x1500,petrol,automatic,Hatchback,BMW,Seria 1,olx_jAkWD,2025-09-11T18:42:38.192030
Bmw Seria 4 F36 Luxury Edition Benzina Euro 6,"18 500 €
Prețul e negociabil",18500.0,2017,189 000,N/A,https://www.olx.ro/d/oferta/bmw-seria-4-f36-luxury-edition-benzina-euro-6-IDjH1ox.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3i5ml6es76qz1-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/93e8cz1jd7p4-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/f1mlfkjc4z3q-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/hcuiw4sewymx1-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/ohymgsouz7qi1-RO/image;s=2048x1536,petrol,automatic,Berlina,BMW,Seria 4,olx_jH1ox,2025-09-11T18:42:43.035403
Bmw Seria 3 320I Xdrive Sedan,"45 500 €
Prețul e negociabil",45500.0,2024,22 900,N/A,https://www.olx.ro/d/oferta/bmw-seria-3-320i-xdrive-sedan-IDjLuh2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7gata3wql1z73-RO/image;s=1594x1142;https://frankfurt.apollo.olxcdn.com:443/v1/files/zapngmpt4kfn2-RO/image;s=1404x993;https://frankfurt.apollo.olxcdn.com:443/v1/files/etj2iy6zh6u3-RO/image;s=1400x987;https://frankfurt.apollo.olxcdn.com:443/v1/files/0etli0kyoa341-RO/image;s=1403x997;https://frankfurt.apollo.olxcdn.com:443/v1/files/zs8d7b8hgkis1-RO/image;s=1400x991,petrol,automatic,Berlina,BMW,Seria 3,olx_jLuh2,2025-09-11T18:42:47.096655
Bmw 330I Xdrive,"34 999 €
Prețul e negociabil",34999.0,2022,87 643,N/A,https://www.olx.ro/d/oferta/bmw-330i-xdrive-IDjzIUu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/eliivi0a25an1-RO/image;s=1000x599;https://frankfurt.apollo.olxcdn.com:443/v1/files/c829cw2zu0ek2-RO/image;s=1000x746;https://frankfurt.apollo.olxcdn.com:443/v1/files/yo6v5786un7i3-RO/image;s=1000x590;https://frankfurt.apollo.olxcdn.com:443/v1/files/ipqv7ryhe0wg3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/x76207qhzede-RO/image;s=1000x667,petrol,automatic,Hatchback,BMW,Unknown,olx_jzIUu,2025-09-11T18:42:50.381500
